Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,market_value
Leonidas Stergiou,ch SUI,RB,22-335,"Saturday February 1, 2025",0,1,0.1,0.1,0.0,0.0,2,45,45,45,3,3,0,0,12,2,0.0,0.0,0.0,1,38,6,0,1,39,39,39,1,3,0,23,0,,0,2,0,0,27,4,0,1,0,,30.06.2028,33.44941022497139
Leonidas Stergiou,ch SUI,CB,22-342,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,1,30,30,30,1,1,1,1,5,3,0.0,0.0,0.0,2,24,6,0,0,22,22,22,0,2,0,8,0,100.0,0,0,0,0,16,0,1,0,0,,30.06.2028,17.88581576834536
Andras Schafer,hu HUN,CM,25-336,"Saturday March 15, 2025",0,0,0.0,0.0,0.0,0.0,0,13,13,13,0,0,0,0,0,0,0.0,0.0,0.2,0,13,0,0,1,4,4,4,0,3,0,4,2,0.0,2,2,1,1,9,1,1,1,1,50.0,30.06.2027,-2.4007706571563325
Moritz Jenz,de GER,CB,25-292,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,32,32,32,2,2,0,0,10,1,0.0,0.0,0.0,2,31,1,0,0,25,25,25,0,6,0,0,0,,0,0,1,0,18,0,0,0,2,50.0,30.06.2027,7.185284722514501
Pascal Groß,de GER,DM,33-112,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,1,48,48,48,2,2,0,0,17,4,0.0,0.0,0.0,4,43,5,0,1,39,39,39,0,0,1,5,0,,0,0,1,1,36,2,0,1,0,0.0,30.06.2026,12.915773110995676
Moritz Nicolas,de GER,GK,27-089,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,0,46,46,46,0,0,0,0,28,10,0.0,0.0,0.0,0,42,4,0,0,44,44,44,0,0,0,0,0,,0,0,0,0,33,0,0,0,0,,30.06.2029,12.446468968918182
Yussuf Poulsen,dk DEN,FW,30-266,"Saturday March 8, 2025",0,0,0.0,0.0,0.3,0.3,2,8,8,8,0,0,0,0,0,0,0.3,0.3,0.2,0,8,0,0,0,4,4,4,0,0,0,4,2,,0,0,0,1,7,0,0,0,2,66.7,30.06.2027,25.19226200894731
Ramon Hendriks,nl NED,CB,23-205,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,28,28,28,1,1,0,0,7,0,0.0,0.0,0.0,3,26,2,0,0,23,23,23,0,2,0,2,1,,0,0,0,0,21,0,0,0,1,50.0,30.06.2028,21.971678011892116
Philipp Treu,de GER,"WB,LB",24-101,"Friday March 14, 2025",0,0,0.0,0.0,0.9,0.9,3,43,43,43,2,2,1,1,8,3,0.9,0.9,0.4,2,30,13,0,1,30,30,30,0,10,0,14,2,100.0,0,1,2,2,25,2,0,1,1,33.3,-,52.25987352929192
Derrick Kohn,de GER,WB,25-350,"Sunday January 19, 2025",0,0,0.0,0.0,0.3,0.3,2,61,61,61,5,5,1,1,21,2,0.3,0.3,0.1,3,52,9,0,5,52,52,52,0,2,0,29,2,50.0,1,2,1,1,48,8,0,5,0,0.0,30.06.2029,31.334137261921406
Arthur Chaves,br BRA,CB,24-039,"Sunday March 9, 2025",0,1,0.0,0.0,0.0,0.0,3,45,45,45,3,3,0,0,19,2,0.0,0.0,0.0,0,44,1,0,0,34,34,34,0,7,0,5,4,,0,0,0,0,32,1,3,0,6,75.0,30.06.2029,15.575270564536302
Jacob Bruun Larsen,dk DEN,AM,26-162,"Friday February 28, 2025",0,0,0.0,0.0,0.0,0.0,1,8,8,8,2,2,1,1,1,1,0.0,0.0,0.1,1,8,0,0,3,6,6,6,0,0,0,5,0,100.0,0,1,0,0,8,1,0,3,0,,30.06.2029,-5.470401209511159
Mitchell Weiser,de GER,AM,30-161,"Sunday September 29, 2024",0,4,0.5,0.5,0.3,0.3,5,32,32,32,3,3,0,0,4,1,0.3,0.3,0.6,1,30,1,3,1,22,22,22,1,2,0,30,11,0.0,2,0,3,4,38,6,2,1,1,50.0,-,83.55258603138257
Mert Komur,de GER,AM,19-220,"Saturday February 22, 2025",0,1,0.0,0.0,0.0,0.0,2,11,11,11,1,1,2,2,3,1,0.0,0.0,0.0,0,11,0,0,0,8,8,8,0,0,0,12,2,50.0,2,1,0,1,15,3,0,0,2,100.0,30.06.2029,33.88440627718262
Noah Weißhaupt,de GER,LW,23-001,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,6,6,6,1,1,0,0,3,0,0.0,0.0,0.0,0,6,0,0,0,6,6,6,0,0,0,3,0,,0,2,1,0,6,1,0,0,0,,-,0.7507421252314241
Shuto Machino,jp JPN,CB,24-357,"Saturday September 21, 2024",1,1,0.3,0.3,0.0,0.0,0,9,9,9,2,2,0,0,3,1,0.0,0.0,0.0,1,5,4,0,0,7,7,7,0,0,0,8,1,,0,0,2,0,8,2,0,0,0,,30.06.2029,32.685747742243194
Junior Adamu,at AUT,FW,23-107,"Saturday September 21, 2024",0,1,0.1,0.1,0.0,0.0,6,28,28,28,1,1,2,2,4,1,0.0,0.0,0.4,1,26,1,0,1,15,15,15,1,0,0,15,5,100.0,0,0,4,2,26,5,1,1,4,36.4,-,7.981273416642082
Phillip Tietz,de GER,FW,27-228,"Saturday February 22, 2025",0,3,0.2,0.2,0.0,0.0,1,23,23,23,1,1,1,1,5,0,0.0,0.0,0.2,0,22,1,0,0,15,15,15,0,0,0,16,4,100.0,0,0,2,0,20,3,2,0,1,50.0,30.06.2027,22.72919722612077
Andras Schafer,hu HUN,"CM,RW",25-175,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,2,0,0.0,0.0,0.0,0,6,0,0,0,3,3,3,0,0,0,3,1,0.0,1,0,1,0,3,0,1,0,0,,30.06.2027,2.450083091720579
Jacob Bruun Larsen,dk DEN,AM,26-128,"Saturday January 25, 2025",0,1,0.0,0.0,0.1,0.1,0,22,22,22,1,1,3,3,7,1,0.1,0.1,0.1,0,22,0,0,1,15,15,15,0,0,0,11,4,100.0,0,1,0,0,22,6,1,1,1,50.0,30.06.2029,41.913812495534685
Pascal Groß,de GER,DM,33-104,"Friday September 27, 2024",0,2,0.2,0.2,0.2,0.2,6,82,82,82,11,11,0,0,22,14,0.2,0.2,0.4,6,67,13,0,13,64,64,64,2,1,0,42,4,,0,3,1,0,62,3,2,13,1,25.0,30.06.2026,40.78631542308905
Ramon Hendriks,nl NED,CB,23-225,"Friday February 28, 2025",0,0,0.0,0.0,0.0,0.0,0,25,25,25,3,3,0,0,11,0,0.0,0.0,0.0,1,23,2,0,0,22,22,22,0,2,0,0,0,,0,0,0,0,18,0,0,0,2,100.0,30.06.2028,11.509776871061415
Moritz Jenz,de GER,CB,25-138,"Sunday September 15, 2024",0,0,0.0,0.0,0.0,0.0,0,57,57,57,5,5,0,0,35,3,0.0,0.0,0.0,5,57,0,0,0,50,50,50,0,4,0,2,2,,0,0,0,0,43,0,1,0,4,66.7,30.06.2027,24.373044871645714
Eric Smith,se SWE,CB,28-024,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,1,47,47,47,3,3,0,0,16,4,0.0,0.0,0.1,5,43,4,1,1,43,43,43,0,8,0,3,0,,0,0,0,1,32,0,1,1,1,50.0,-,23.82393788303479
Derrick Kohn,de GER,WB,25-244,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,3,50,50,50,3,3,0,0,22,1,0.0,0.0,0.0,1,45,5,0,2,44,44,44,0,0,0,23,1,0.0,3,1,2,1,48,10,1,2,0,0.0,30.06.2029,-11.305311081489045
Mitchell Weiser,de GER,"AM,WB",30-167,"Saturday October 5, 2024",0,3,0.2,0.2,0.0,0.0,3,27,27,27,2,2,1,1,1,1,0.0,0.0,0.0,2,24,3,0,1,19,19,19,0,1,0,23,3,50.0,1,3,4,3,25,4,1,1,0,0.0,-,9.005633875440461
Eric Smith,se SWE,CB,27-258,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,4,40,40,40,2,2,0,0,14,4,0.0,0.0,0.1,3,33,6,0,4,27,27,27,1,2,0,8,0,,0,0,0,0,17,0,0,4,1,50.0,-,8.074217867033894
Jacob Bruun Larsen,dk DEN,"LM,RM",26-135,"Saturday February 1, 2025",0,1,0.1,0.1,0.6,0.6,3,38,38,38,6,6,0,0,11,1,0.6,0.6,0.7,3,37,0,1,4,26,26,26,1,2,0,25,6,0.0,1,2,0,0,35,11,0,4,0,,30.06.2029,64.13484515096546
Mert Komur,de GER,AM,19-206,"Saturday February 8, 2025",0,1,0.1,0.1,0.0,0.0,2,14,14,14,0,0,3,3,1,1,0.0,0.0,0.0,0,11,3,0,3,9,9,9,0,1,0,14,1,42.9,3,2,2,4,11,3,0,3,3,60.0,30.06.2029,8.787419360131485
Ramon Hendriks,nl NED,CB,23-212,"Saturday February 15, 2025",0,3,0.1,0.1,0.2,0.2,4,53,53,53,4,4,2,2,22,4,0.2,0.2,0.7,5,48,5,0,0,47,47,47,0,9,0,8,4,100.0,0,1,1,1,38,1,2,0,8,80.0,30.06.2028,37.22562353181566
Moritz Nicolas,de GER,GK,27-103,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,1,47,47,47,0,0,0,0,21,14,0.0,0.0,0.0,0,42,5,0,0,37,37,37,0,0,0,0,0,,0,0,0,0,31,0,0,0,1,100.0,30.06.2029,20.127891430622537
Noah Weißhaupt,de GER,FW,23-175,"Friday March 14, 2025",1,1,0.9,0.9,0.0,0.0,1,12,12,12,2,2,0,0,0,4,0.0,0.0,0.1,2,12,0,0,2,6,6,6,0,0,0,10,2,0.0,0,2,0,1,15,3,1,2,0,0.0,-,50.95943342052334
Jakub Kaminski,pl POL,"LB,LM",22-109,"Sunday September 22, 2024",0,0,0.0,0.0,0.3,0.3,1,26,26,26,0,0,0,0,8,2,0.3,0.3,0.3,0,16,9,0,1,22,22,22,1,0,0,7,1,,0,1,3,1,17,4,2,1,1,33.3,30.06.2026,0.2949341117773603
Eric Smith,se SWE,CM,28-065,"Friday March 14, 2025",0,2,0.2,0.2,0.1,0.1,2,43,43,43,5,5,0,0,9,2,0.1,0.1,0.1,1,40,3,0,2,33,33,33,0,3,1,13,1,,0,0,2,0,27,2,1,2,4,80.0,-,21.384687974532177
Ramon Hendriks,nl NED,LB,23-191,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,12,12,12,1,1,2,2,1,2,0.0,0.0,0.0,2,9,3,0,0,9,9,9,0,3,0,0,0,66.7,1,0,0,0,3,0,1,0,4,100.0,30.06.2028,16.54133420603558
Moritz Nicolas,de GER,GK,27-110,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,51,51,51,0,0,0,0,23,11,0.0,0.0,0.0,0,44,7,0,0,40,40,40,0,0,0,0,0,,0,0,0,0,31,0,0,0,0,,30.06.2029,12.750676436563605
Andras Schafer,hu HUN,AM,25-281,"Sunday January 19, 2025",0,0,0.0,0.0,0.0,0.0,3,21,21,21,3,3,0,0,2,1,0.0,0.0,0.0,2,19,0,0,0,13,13,13,2,0,0,9,0,,0,1,0,1,12,3,1,0,2,66.7,30.06.2027,9.66069028006045
Mitchell Weiser,de GER,"FW,WB",30-153,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,25,25,25,2,2,3,3,7,0,0.0,0.0,0.0,2,19,6,0,1,17,17,17,0,2,0,7,1,50.0,3,0,0,0,17,1,0,1,0,0.0,-,24.31881084520858
Pascal Groß,de GER,DM,33-259,"Saturday March 1, 2025",0,0,0.0,0.0,0.1,0.1,3,56,56,56,6,6,0,0,12,3,0.1,0.1,0.2,3,52,3,0,1,41,41,41,1,3,0,11,0,,0,2,4,0,40,8,0,1,1,33.3,30.06.2026,-15.382814741936837
Mitchell Weiser,de GER,WB,30-306,"Friday February 21, 2025",0,1,0.0,0.0,0.1,0.1,2,54,54,54,3,3,3,3,18,2,0.1,0.1,0.1,2,45,9,0,3,46,46,46,0,0,0,22,3,75.0,1,1,3,0,41,7,2,3,1,33.3,-,24.298359584129884
Mitchell Weiser,de GER,WB,30-301,"Sunday February 16, 2025",0,2,0.2,0.2,0.0,0.0,2,68,68,68,6,6,2,2,18,1,0.0,0.0,0.1,3,54,14,0,4,53,53,53,0,0,0,25,3,40.0,3,2,1,2,49,11,3,4,0,0.0,-,4.224898746125097
Andras Schafer,hu HUN,CM,25-168,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,2,38,38,38,3,3,0,0,8,2,0.0,0.0,0.0,2,37,1,0,1,23,23,23,0,0,0,17,0,0.0,2,0,1,1,25,4,2,1,3,60.0,30.06.2027,1.9035058774284703
Alexander Prass,at AUT,WB,23-118,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,56,56,56,8,8,0,0,22,5,0.0,0.0,0.1,4,44,12,0,1,43,43,43,0,3,1,14,0,0.0,4,2,0,0,39,2,1,1,1,100.0,30.06.2028,24.365978797902073
Eric Smith,se SWE,CB,28-032,"Sunday February 9, 2025",0,1,0.1,0.1,0.2,0.2,2,69,69,69,5,5,0,0,29,5,0.2,0.2,0.2,3,61,8,0,7,52,52,52,0,3,0,15,0,,0,1,1,0,45,0,2,7,2,50.0,-,7.126223746252524
Moritz Jenz,de GER,CB,25-298,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,0,69,69,69,4,4,0,0,27,3,0.0,0.0,0.0,4,68,1,0,0,59,59,59,0,3,0,2,1,0.0,1,0,1,0,54,0,1,0,2,66.7,30.06.2027,13.009792962390046
Igor Matanovic,hr CRO,FW,21-182,"Sunday September 29, 2024",1,3,0.3,0.3,0.0,0.0,0,10,10,10,0,0,0,0,4,1,0.0,0.0,0.0,0,7,3,0,0,7,7,7,0,0,0,7,4,,0,1,3,2,10,4,1,0,2,50.0,-,26.98157241947087
Mitchell Weiser,de GER,WB,30-285,"Friday January 31, 2025",0,0,0.0,0.0,0.0,0.0,2,31,31,31,1,1,0,0,4,3,0.0,0.0,0.1,1,22,9,1,2,20,20,20,0,4,0,20,0,0.0,2,0,2,0,19,1,1,2,2,33.3,-,11.726534329554672
Pascal Groß,de GER,"DM,CM",33-273,"Saturday March 15, 2025",0,1,0.2,0.2,0.1,0.1,4,100,100,100,9,9,1,1,33,3,0.1,0.1,0.2,5,88,11,0,5,81,81,81,1,2,0,30,5,50.0,1,0,1,1,80,7,1,5,2,50.0,30.06.2026,36.882040229775114
Derrick Kohn,de GER,WB,25-362,"Friday January 31, 2025",0,1,0.0,0.0,0.0,0.0,1,12,12,12,0,0,0,0,2,0,0.0,0.0,0.0,0,7,5,0,1,8,8,8,0,0,0,5,1,,0,0,0,0,5,0,0,1,0,,30.06.2029,11.181178970093832
Pascal Groß,de GER,CM,33-216,"Friday January 17, 2025",0,0,0.0,0.0,0.2,0.2,3,119,119,119,14,14,0,0,48,11,0.2,0.2,0.6,15,116,3,1,8,104,104,104,0,0,0,35,2,0.0,2,4,1,0,111,4,0,8,0,,30.06.2026,56.62160952132004
Phillip Tietz,de GER,FW,27-242,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,14,14,14,0,0,1,1,1,0,0.0,0.0,0.0,1,14,0,0,0,6,6,6,0,2,0,6,1,50.0,1,0,3,1,17,4,2,0,3,60.0,30.06.2027,-11.959104287527527
Mert Komur,de GER,AM,19-234,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,2,6,6,6,0,0,0,0,0,2,0.0,0.0,0.0,0,4,1,0,1,3,3,3,1,0,0,4,0,,0,1,0,0,3,1,0,1,0,0.0,30.06.2029,8.637703653545712
Yussuf Poulsen,dk DEN,FW,30-224,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,8,8,8,1,1,0,0,3,0,0.0,0.0,0.0,0,7,1,0,0,7,7,7,0,2,0,4,3,,0,1,0,0,6,1,0,0,2,66.7,30.06.2027,18.739519897360324
Derrick Kohn,de GER,WB,26-017,"Friday February 21, 2025",0,1,0.0,0.0,0.0,0.0,0,39,39,39,1,1,0,0,14,0,0.0,0.0,0.0,2,34,5,0,5,33,33,33,0,1,0,16,1,,0,0,1,1,29,5,0,5,1,100.0,30.06.2029,7.987648425899077
Jacob Bruun Larsen,dk DEN,LM,26-170,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,0,0,2,0,0.0,0.0,0.0,0,7,2,0,1,6,6,6,0,0,0,3,0,0.0,1,0,0,1,5,1,0,1,1,50.0,30.06.2029,-1.4100588024413447
Derrick Kohn,de GER,WB,25-230,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,1,1,2,2,7,0,0.0,0.0,0.0,1,11,4,0,0,13,13,13,0,3,0,8,0,66.7,1,1,1,2,14,3,1,0,0,0.0,30.06.2029,7.976786731481646
Pascal Groß,de GER,DM,33-245,"Saturday February 15, 2025",0,3,0.2,0.2,0.3,0.3,4,88,88,88,14,14,0,0,28,11,0.3,0.3,0.3,11,76,12,0,4,77,77,77,0,0,0,23,3,0.0,1,1,1,0,72,4,0,4,0,,30.06.2026,52.05391461315533
Alexander Prass,at AUT,LB,23-258,"Saturday February 8, 2025",0,1,0.0,0.0,0.0,0.0,0,11,11,11,1,1,0,0,5,0,0.0,0.0,0.0,1,8,3,0,1,8,8,8,0,0,0,4,0,,0,1,0,0,4,0,0,1,0,,30.06.2028,9.040607541328434
Arthur Chaves,br BRA,"RB,CB",24-010,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,1,64,64,64,2,2,0,0,22,1,0.0,0.0,0.0,7,59,5,0,2,56,56,56,0,3,1,12,0,0.0,2,1,1,0,54,1,1,2,2,100.0,30.06.2029,27.915066674888166
Moritz Jenz,de GER,CB,25-151,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,1,50,50,50,1,1,0,0,25,3,0.0,0.0,0.0,3,49,1,0,0,40,40,40,0,5,0,3,1,,0,0,2,0,31,0,1,0,5,50.0,30.06.2027,5.211410962775222
Junior Adamu,at AUT,FW,23-275,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,19,19,19,0,0,0,0,2,0,0.0,0.0,0.0,0,19,0,0,0,13,13,13,0,0,0,8,1,0.0,3,0,1,3,18,4,1,0,2,66.7,-,-9.523278237006885
Maximilian Arnold,de GER,DM,30-251,"Sunday February 2, 2025",0,0,0.0,0.0,0.0,0.0,2,43,43,43,7,7,0,0,20,6,0.0,0.0,0.0,9,38,5,0,2,35,35,35,0,4,0,4,0,,0,0,1,0,28,0,0,2,0,0.0,30.06.2026,15.628061893025892
Jakub Kaminski,pl POL,LM,22-115,"Saturday September 28, 2024",0,0,0.0,0.0,0.3,0.3,1,20,20,20,1,1,0,0,1,2,0.3,0.3,0.4,0,20,0,0,0,11,11,11,0,0,0,9,3,,0,1,3,0,14,0,0,0,0,0.0,30.06.2026,30.561593795011902
Philipp Treu,de GER,"RM,LM",24-068,"Sunday February 9, 2025",0,0,0.0,0.0,0.0,0.0,1,49,49,49,2,2,0,0,14,4,0.0,0.0,0.0,0,39,10,0,0,42,42,42,0,3,0,17,1,0.0,1,1,0,0,33,5,0,0,2,50.0,-,24.08520826931136
Phillip Tietz,de GER,FW,27-087,"Friday October 4, 2024",0,3,0.4,0.4,0.1,0.1,3,25,25,25,1,1,0,0,6,0,0.1,0.1,0.1,1,25,0,0,0,19,19,19,0,3,0,24,6,0.0,3,0,2,1,25,7,1,0,5,55.6,30.06.2027,30.760611309472026
Yussuf Poulsen,dk DEN,FW,30-244,"Friday February 14, 2025",0,0,0.0,0.0,0.0,0.0,1,4,4,4,1,1,0,0,1,0,0.0,0.0,0.0,1,4,0,0,0,3,3,3,0,1,0,1,1,0.0,1,0,0,0,2,0,0,0,0,,30.06.2027,4.0785448865739315
Shuto Machino,jp JPN,AM,25-110,"Saturday January 18, 2025",0,1,0.0,0.0,0.0,0.0,2,17,17,17,1,1,1,1,4,1,0.0,0.0,0.0,0,13,4,0,0,8,8,8,0,0,0,9,1,100.0,0,0,1,1,12,3,1,0,0,0.0,30.06.2029,0.026899861647246226
Alexander Prass,at AUT,LB,23-237,"Saturday January 18, 2025",0,1,0.0,0.0,0.1,0.1,1,48,48,48,5,5,1,1,16,2,0.1,0.1,0.1,4,35,12,0,4,31,31,31,1,7,0,19,3,33.3,1,3,2,2,31,0,0,4,1,20.0,30.06.2028,30.099394171711438
Mitchell Weiser,de GER,RW,30-279,"Saturday January 25, 2025",0,0,0.0,0.0,0.1,0.1,2,33,33,33,4,4,0,0,7,2,0.1,0.1,0.1,2,28,5,0,2,24,24,24,0,2,0,9,1,0.0,1,0,3,1,26,7,1,2,0,0.0,-,-17.66728059829577
Derrick Kohn,de GER,"WB,CB",26-012,"Sunday February 16, 2025",0,0,0.0,0.0,0.1,0.1,4,37,37,37,3,3,3,3,17,1,0.1,0.1,0.2,1,30,7,0,6,29,29,29,0,0,0,13,0,100.0,0,2,0,1,28,9,0,6,0,,30.06.2029,-1.7252208694897249
Noah Weißhaupt,de GER,FW,23-169,"Saturday March 8, 2025",0,2,0.1,0.1,0.0,0.0,4,11,11,11,1,1,2,2,1,1,0.0,0.0,0.1,0,10,0,0,3,6,6,6,1,0,0,14,3,66.7,1,1,3,0,11,6,1,3,1,33.3,-,4.127191373444239
Eric Smith,se SWE,CM,28-059,"Saturday March 8, 2025",0,2,0.1,0.1,0.0,0.0,3,46,46,46,5,5,0,0,19,3,0.0,0.0,0.0,2,41,4,0,0,36,36,36,1,0,0,9,2,,0,0,0,1,29,0,2,0,1,50.0,-,22.226506261810385
Alexander Prass,at AUT,WB,23-234,"Wednesday January 15, 2025",0,0,0.0,0.0,0.0,0.0,1,24,24,24,1,1,0,0,8,0,0.0,0.0,0.0,1,23,1,0,0,19,19,19,0,4,0,9,0,,0,1,0,0,20,3,1,0,0,,30.06.2028,14.702662587772686
Arthur Chaves,br BRA,"CB,RB",23-352,"Wednesday January 15, 2025",0,0,0.0,0.0,0.0,0.0,0,40,40,40,1,1,0,0,13,2,0.0,0.0,0.0,2,38,1,0,0,32,32,32,1,7,1,2,0,,0,2,0,1,36,0,1,0,1,50.0,30.06.2029,25.47683973644683
Andras Schafer,hu HUN,CM,25-161,"Saturday September 21, 2024",0,1,0.0,0.0,0.0,0.0,2,54,54,54,4,4,2,2,16,1,0.0,0.0,0.0,4,52,1,0,1,46,46,46,1,4,0,17,0,50.0,1,1,0,0,49,3,1,1,3,75.0,30.06.2027,35.211408622687884
Philipp Treu,de GER,WB,24-095,"Saturday March 8, 2025",0,1,0.0,0.0,0.1,0.1,4,52,52,52,6,6,0,0,16,1,0.1,0.1,0.0,1,40,12,0,0,41,41,41,0,5,0,20,1,,0,0,1,0,31,7,0,0,1,25.0,-,23.677474967966447
Arnaud Nordin,fr FRA,WB,26-228,"Friday January 31, 2025",0,1,0.0,0.0,0.3,0.3,2,4,4,4,0,0,0,0,1,0,0.3,0.3,0.3,0,4,0,0,0,4,4,4,0,0,0,6,1,,0,0,0,1,4,1,0,0,0,,30.06.2028,24.168866881592038
Pascal Groß,de GER,"RB,CM",33-224,"Saturday January 25, 2025",0,1,0.0,0.0,0.0,0.0,1,54,54,54,4,4,1,1,22,2,0.0,0.0,0.0,1,41,13,0,6,40,40,40,0,3,0,13,0,100.0,0,0,3,1,33,2,1,6,0,0.0,30.06.2026,-30.276322631427863
Moritz Jenz,de GER,CB,25-305,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,47,47,47,2,2,0,0,18,5,0.0,0.0,0.0,2,46,1,0,0,39,39,39,0,15,0,0,0,,0,1,0,0,29,0,2,0,2,40.0,30.06.2027,14.836354128045524
Moritz Nicolas,de GER,GK,26-343,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,49,49,49,0,0,0,0,26,7,0.0,0.0,0.0,0,41,8,0,0,44,44,44,0,1,0,0,0,,0,0,0,0,31,0,0,0,0,,30.06.2029,10.026736445701673
Maximilian Arnold,de GER,"CM,DM",30-285,"Saturday March 8, 2025",0,1,0.0,0.0,0.2,0.2,3,33,33,33,5,5,0,0,13,7,0.2,0.2,0.2,6,29,3,0,2,29,29,29,1,0,0,7,0,,0,0,0,0,25,1,2,2,0,,30.06.2026,19.900694468286215
Alexander Prass,at AUT,AM,23-252,"Sunday February 2, 2025",0,1,0.1,0.1,0.0,0.0,0,7,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0,6,0,0,1,3,3,3,1,0,0,8,2,,0,0,0,0,6,1,0,1,0,,30.06.2028,23.760789961999137
Noah Weißhaupt,de GER,RW,23-148,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,23,23,23,0,0,1,1,4,1,0.0,0.0,0.1,0,21,2,0,6,12,12,12,0,2,0,15,0,25.0,2,0,1,0,22,6,1,6,1,100.0,-,-4.08445278474932
Eric Smith,se SWE,CM,28-045,"Saturday February 22, 2025",0,1,0.2,0.2,0.0,0.0,3,51,51,51,3,3,0,0,20,5,0.0,0.0,0.0,4,45,6,0,2,41,41,41,0,1,0,8,0,,0,0,0,0,36,0,2,2,0,0.0,-,14.692495897610392
Jakub Kaminski,pl POL,RW,22-276,"Saturday March 8, 2025",0,1,0.1,0.1,0.2,0.2,4,10,10,10,2,2,0,0,4,0,0.2,0.2,0.4,0,10,0,0,0,8,8,8,0,0,0,8,2,0.0,1,0,1,0,9,3,0,0,0,0.0,30.06.2026,17.687709967615064
Noah Weißhaupt,de GER,AM,23-155,"Saturday February 22, 2025",0,4,0.1,0.1,0.4,0.4,8,26,26,26,4,4,1,1,6,3,0.4,0.4,0.3,3,24,2,1,6,15,15,15,0,0,0,19,4,100.0,0,4,2,1,29,7,0,6,2,66.7,-,19.79739004227033
Pascal Groß,de GER,DM,33-266,"Saturday March 8, 2025",0,1,0.1,0.1,0.0,0.0,6,63,63,63,11,11,0,0,19,6,0.0,0.0,0.1,7,47,16,0,16,43,43,43,0,0,0,34,3,,0,0,1,0,42,7,0,16,1,100.0,30.06.2026,2.427059637746197
Jacob Bruun Larsen,dk DEN,CM,26-002,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,7,7,7,0,0,0,0,1,1,0.0,0.0,0.1,0,6,1,0,4,4,4,4,0,0,0,6,0,,0,0,0,1,5,4,0,4,0,,30.06.2029,-10.15423903244012
Derrick Kohn,de GER,LW,25-356,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,37,37,37,2,2,0,0,12,0,0.0,0.0,0.0,2,33,3,0,3,25,25,25,1,0,0,15,0,0.0,2,3,0,1,33,7,0,3,0,0.0,30.06.2029,-6.087185610186367
Leonidas Stergiou,ch SUI,RB,23-005,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,1,55,55,55,4,4,0,0,18,3,0.0,0.0,0.0,6,50,4,0,0,49,49,49,1,2,0,6,0,,0,1,1,0,45,0,1,0,1,100.0,30.06.2028,25.609685915716632
